id|event_id|local_datetime
2189|1051|2025-12-31 02:00:00+00:00
3407|1821|2025-10-22 17:30:00+00:00
3277|1731|2025-09-13 09:00:00+00:00
3382|1801|2025-09-30 17:00:00+00:00
3387|1799|2025-07-15 07:21:05+00:00
3388|1806|2025-10-03 10:00:00+00:00
3376|1797|2025-10-17 10:00:00+00:00
1794|824|2024-01-01 01:59:59+00:00
3390|1808|2025-09-22 17:30:00+00:00
3287|1736|2025-06-07 09:00:00+00:00
3363|1786|2025-08-27 09:00:00+00:00
3391|1809|2025-08-27 16:30:00+00:00
3425|1834|2025-10-02 17:30:00+00:00
3351|1783|2025-08-27 09:00:00+00:00
3398|1816|2025-10-01 17:30:00+00:00
3416|1830|2025-09-25 17:00:00+00:00
3427|1835|2025-11-25 19:00:00+00:00
3385|1804|2025-10-17 10:00:00+00:00
3429|1837|2025-11-26 19:30:00+00:00
3452|1856|2025-12-04 17:30:00+00:00
3415|1829|2026-02-26 17:00:00+00:00
3413|1827|2025-10-15 17:30:00+00:00
3400|1818|2025-10-28 15:00:00+00:00
3434|1843|2025-11-19 19:00:00+00:00
3412|1826|2025-11-07 17:30:00+00:00
3437|1846|2025-11-18 19:00:00+00:00
3448|1852|2025-11-19 18:30:00+00:00
3431|1840|2025-11-09 10:00:00+00:00
3414|1828|2025-11-20 09:00:00+00:00
3453|1857|2026-01-01 10:00:00+00:00
3443|1849|2025-10-24 17:00:00+00:00
3440|1848|2025-11-28 10:00:00+00:00
3432|1841|2025-11-05 18:30:00+00:00
3447|1851|2026-03-25 17:30:00+00:00
3408|1822|2050-01-01 00:00:00+00:00
2250|1103|2023-12-31 02:00:00+00:00
2312|1138|2023-07-16 09:00:00+00:00
2280|1122|2023-09-03 08:30:00+00:00
2265|1115|2023-05-20 09:00:00+00:00
2376|1172|2023-04-29 11:30:00+00:00
2433|1223|2023-07-04 18:00:00+00:00
2349|1152|2023-04-19 10:00:00+00:00
2321|1141|2023-04-22 09:00:00+00:00
2632|1328|2023-11-01 02:00:00+00:00
2391|1180|2023-06-16 11:00:00+00:00
2365|1162|2023-04-24 17:45:00+00:00
1271|591|2021-11-02 11:00:00+00:00
2407|1196|2023-06-06 18:00:00+00:00
88|53|2018-10-10 18:30:00+00:00
2421|1202|2024-01-01 00:00:00+00:00
2335|1145|2023-05-20 09:00:00+00:00
