id|memberbenefit_id|tag_id
987|296|440
1609|624|438
5830|1417|438
990|294|558
991|294|123
992|294|589
993|294|438
994|292|556
995|292|558
996|292|559
997|293|418
998|293|170
999|293|589
1000|293|559
1610|624|431
1002|293|438
1003|293|440
1004|293|123
1005|293|120
1006|291|438
1007|290|438
1008|290|431
1009|285|816
1010|285|438
1011|286|438
1012|374|717
1013|325|717
1014|299|717
1015|288|717
1016|287|717
1017|280|717
1018|289|438
1019|289|431
1020|284|425
1021|283|438
1022|282|433
1023|282|438
1024|297|438
1025|298|438
1026|326|488
1027|326|717
1028|326|434
1029|327|432
1030|327|438
1031|328|434
1032|328|717
1033|279|672
1034|279|432
1035|279|433
1036|279|81
1037|279|824
1038|279|488
1039|276|714
1040|275|434
1041|275|714
1042|272|434
1043|272|714
1044|274|434
1045|274|717
32149|7612|1081
32150|7612|1080
1048|278|434
1049|278|717
1050|336|822
1051|335|52
1052|338|48
1054|338|63
1055|338|55
1057|332|123
1058|311|40
1059|392|431
1060|332|431
1061|329|433
1062|330|433
1063|331|433
1064|393|726
1067|357|432
1068|397|474
1069|397|434
1070|397|437
1071|397|429
1072|398|432
1073|398|438
1074|398|428
1075|398|429
1076|398|431
1077|399|432
1078|399|418
1079|399|438
1080|399|425
1081|399|428
1082|399|431
19351|4488|487
19183|4450|1059
19184|4450|1060
1086|402|433
1087|402|434
1088|403|477
1089|403|476
1090|403|717
19185|4450|1061
1092|69|157
1093|69|438
1094|404|476
1095|404|717
1096|404|438
1097|405|434
19186|4450|1063
1099|406|769
1100|406|434
1101|406|438
1102|406|440
1103|406|431
1104|407|433
1105|407|434
1106|407|823
1107|408|440
1108|408|691
1109|408|431
1596|618|425
26601|6458|476
1112|410|419
1113|410|437
1114|410|438
1115|410|429
1116|411|434
1117|411|429
1118|411|438
1119|60|440
1120|412|434
1121|412|475
1122|413|462
1123|414|438
1124|415|438
1125|416|438
1126|417|672
5781|1401|1253
1128|417|79
1129|418|44
1130|419|418
1131|420|431
1132|421|438
1133|422|425
1134|423|434
1135|424|434
1136|425|714
1137|425|717
1138|426|440
1139|426|419
1140|427|434
1141|428|476
1142|428|717
1143|428|437
1144|429|476
1145|429|717
1146|429|437
1147|430|476
1148|430|717
1149|430|437
1150|431|476
1151|431|717
1152|431|437
1153|432|476
1154|432|717
1155|432|437
1156|433|476
1157|433|717
1158|433|437
1159|434|476
1160|434|717
1161|434|437
1162|435|476
1163|435|717
1164|435|437
1165|436|768
1166|436|463
1170|438|476
1172|438|717
1173|438|437
1174|439|434
1175|439|419
1176|439|438
1177|439|463
1178|440|432
1179|440|425
1180|440|463
5782|1401|438
1182|441|433
5831|1418|434
5832|1418|1042
5833|1418|429
5834|1418|726
1187|443|434
1188|443|475
1189|443|431
1190|444|462
1191|444|463
1192|445|438
1193|446|419
1194|446|174
1195|446|463
1196|447|431
1197|447|475
1198|447|462
1199|447|463
1200|448|717
1201|448|434
1202|448|477
1203|448|726
1204|449|477
1205|449|434
1206|449|726
1207|449|476
1208|449|717
1209|450|475
1210|450|438
1211|451|438
19187|4450|1064
5836|1420|1253
1214|452|440
1215|452|431
1216|453|477
1217|453|434
1218|453|726
1219|453|476
1220|453|717
1223|455|609
1224|455|49
1225|456|463
1226|456|431
1227|457|41
1228|458|717
1229|458|463
1230|459|432
1231|459|476
1232|460|476
1233|460|717
1238|462|431
1239|462|475
1240|462|462
1241|462|463
1242|463|474
1243|463|426
1244|464|434
1245|464|437
1246|465|418
1247|465|475
1248|465|438
1249|394|426
1250|394|437
1251|396|426
1252|466|714
19188|4450|1065
1254|467|419
1255|467|438
1256|468|434
1257|468|717
1258|469|432
1259|469|434
1260|469|429
1262|470|434
1263|470|428
1264|470|437
1265|471|432
1266|471|438
1267|472|432
1268|473|438
1269|473|717
1270|473|814
1271|473|431
1272|474|717
1273|474|474
1274|474|434
1275|474|429
19189|4450|1066
19352|4488|1100
19442|4511|1029
1279|476|434
1280|476|474
1281|477|438
19190|4451|1059
1283|401|434
19191|4451|1060
1285|478|438
1286|478|431
1290|480|434
1291|480|474
1292|481|717
1293|407|474
1294|482|429
1295|483|434
1296|483|717
1297|483|438
1298|483|431
1299|65|429
1300|65|438
1301|484|429
1302|484|438
1303|485|432
1304|485|438
1305|444|438
1306|444|120
1307|444|474
1308|444|428
1309|444|429
31996|7576|418
1311|487|437
1312|487|431
32151|7612|1055
1314|488|432
1315|488|418
1316|488|438
1317|488|428
1318|488|431
1319|489|425
1320|490|717
1321|491|429
1322|491|463
1323|492|425
1324|493|434
1325|493|431
5784|1402|1253
5785|1402|438
5837|1420|438
32225|7628|434
5879|1435|1253
1331|495|434
1332|495|474
1333|495|428
1334|496|474
1335|496|434
1336|496|438
1337|496|431
1338|413|438
5880|1435|438
1340|498|433
1341|498|434
1342|499|434
1343|499|437
1344|499|438
1345|500|428
1346|500|431
1347|501|476
1348|501|717
32226|7628|71400
5921|1453|1253
5922|1453|438
5961|1466|438
6064|1485|487
1354|504|434
1355|504|829
1356|504|717
1357|504|431
1358|503|419
1359|505|426
1362|506|438
1366|511|717
1367|457|432
1369|337|432
1373|515|438
1379|521|429
1380|521|438
1383|513|431
1384|523|440
1385|523|425
1386|524|440
1387|524|419
1388|524|462
1389|525|440
1390|525|717
1391|525|431
6065|1485|1020
6066|1485|1078
6067|1485|1081
6068|1485|1052
1397|528|440
1398|528|431
1399|529|438
1400|530|440
1401|530|431
1402|531|440
1403|532|440
1404|532|431
1405|533|433
1406|533|438
1407|534|432
1408|534|433
1409|534|434
1410|536|429
1411|536|438
1412|539|475
1413|540|433
1414|541|432
1415|541|433
1416|541|434
1417|541|726
1418|542|717
1419|543|717
1420|544|419
1421|545|717
6069|1485|1181
6085|1493|1253
6103|1502|1071
1425|547|432
1426|395|440
1427|395|170
1428|538|434
1429|537|425
1430|548|475
1431|548|429
1432|549|425
1433|549|429
1434|549|438
1435|543|476
1436|550|425
1437|550|429
1438|550|438
1439|552|438
1440|552|462
1441|552|463
6111|1504|486
6112|1504|429
1444|553|726
6113|1504|1140
1446|554|432
1447|554|433
1448|554|726
1449|554|425
1450|554|428
1451|554|429
1452|517|425
1453|555|434
1454|555|462
1455|555|463
1456|556|434
1457|556|418
1458|556|431
1459|557|426
1460|557|432
1461|557|434
1462|557|714
1463|557|429
1464|558|434
1465|558|717
1466|532|170
1467|131|432
1468|559|717
1469|560|438
1470|560|726
1471|561|426
1472|561|434
1473|561|476
1474|561|717
1475|562|434
1476|562|717
1477|565|432
1478|566|432
1479|567|432
1480|568|432
1481|569|432
6114|1504|438
6115|1504|190
6116|1505|1033
1482|571|717
1483|551|475
1484|551|463
1485|572|434
1486|572|714
1488|573|474
1489|573|476
1490|574|432
1491|574|418
1492|574|419
1493|574|425
1494|574|428
1495|575|476
1496|575|717
1497|576|434
1498|579|431
1598|618|438
1611|625|425
1615|627|714
1503|581|419
1504|581|437
1505|581|462
1506|582|477
1507|582|434
1508|582|437
1509|582|476
1510|582|717
1511|583|717
1512|584|474
1513|584|426
1514|584|476
31997|7577|71394
1516|585|717
1517|586|433
19192|4451|1061
19193|4451|1063
1520|588|714
5787|1403|1253
19194|4451|1064
1523|590|432
1524|590|476
1525|590|429
1526|591|434
1527|591|714
1528|591|474
1529|592|429
1530|592|438
1531|592|431
5788|1403|438
19195|4451|1065
5839|1421|1253
1535|594|434
1536|594|714
1537|594|717
1616|627|431
1617|628|717
1540|596|476
1541|596|717
5840|1421|438
19196|4451|1066
5882|1436|1253
1545|597|429
1546|598|434
1547|598|717
1548|599|440
1549|599|431
1550|600|434
1551|600|717
1552|601|474
1553|601|426
5883|1436|438
1558|604|474
1559|604|426
19353|4489|512
31998|7577|726
1562|606|425
1563|607|434
1564|607|717
1565|608|432
1566|608|434
1567|608|429
1568|608|726
1569|609|434
1570|609|717
1618|628|434
1619|628|437
1620|628|726
1622|629|437
1623|629|429
1624|630|476
1625|630|717
1626|631|438
1627|631|463
1628|632|434
1629|632|431
1630|633|434
1631|633|426
1632|633|429
1633|634|418
1634|634|438
1635|634|431
1636|635|432
1637|635|434
1638|636|714
1639|636|717
1640|636|726
1641|636|431
1642|637|438
1643|637|429
1645|629|426
1646|470|426
32152|7613|440
5924|1454|1253
5925|1454|438
1650|639|434
1651|639|714
1652|639|726
1653|640|425
1654|642|440
1655|643|425
1656|643|438
1657|644|476
1658|645|425
1659|645|717
1660|646|440
1661|648|440
1662|649|432
1663|649|425
1664|650|432
1665|650|434
32153|7613|71400
1667|651|434
5963|1467|1253
1669|652|434
1670|652|714
1671|652|717
5964|1467|438
6070|1485|1057
6086|1494|1253
6104|1501|1067
1676|655|429
1679|654|434
1680|654|429
1681|656|434
6117|1505|1034
6118|1505|1035
1684|657|434
6119|1505|1037
6120|1505|1009
1687|658|434
6167|1517|518
6168|1517|429
6169|1517|1140
1691|659|434
6170|1517|438
6171|1517|1147
1695|660|434
1696|660|438
1698|660|429
1699|661|440
1700|662|418
1701|662|434
1702|662|475
1703|662|431
1704|663|431
1705|664|726
1706|664|419
1707|664|429
1708|664|438
6172|1517|1149
6185|1520|518
6186|1520|429
6187|1520|1140
6188|1520|438
1714|666|434
1715|666|419
1716|666|429
1717|666|438
1719|667|429
6189|1520|1147
6190|1520|1149
6197|1522|518
6198|1522|429
6199|1522|1140
1720|667|438
1721|668|438
1722|669|438
42654|11287|71392
31999|7578|71394
1725|670|438
1726|671|428
1727|671|429
1728|671|438
1729|672|419
42655|11287|433
32000|7578|726
1732|672|438
1733|673|429
1734|673|438
1735|674|120
1736|674|438
1737|675|438
1739|677|438
1740|678|438
1741|679|438
1742|680|434
1743|680|717
1744|680|726
1745|681|438
1746|681|726
1747|682|429
1748|682|438
42656|11287|425
32154|7613|71370
1751|683|438
1752|684|429
1753|684|438
32155|7613|434
1755|685|438
32156|7613|1043
1757|686|438
19197|4452|1227
5790|1404|1253
1760|687|418
5791|1404|438
5841|1422|1088
5842|1422|1089
5843|1422|1130
1765|688|429
1766|688|438
1767|689|429
1768|689|438
5844|1422|1084
19198|4452|1091
1771|690|418
1772|690|438
1773|690|440
1774|690|429
5885|1437|1253
32157|7613|1047
1777|691|438
32158|7613|1080
1779|692|438
1780|693|429
1781|693|438
1782|694|419
32159|7613|71578
32160|7613|1117
1785|694|438
1786|695|429
1787|695|438
1788|696|419
42673|11304|1080
32228|7628|1055
1791|696|438
1792|697|419
32256|7639|1067
32275|7645|71378
1795|697|438
1796|699|419
32276|7645|431
32286|7648|1091
1799|699|438
1800|700|419
1801|700|428
1802|700|429
1803|700|438
1804|701|438
19199|4452|1093
32289|7650|71394
1807|702|438
32290|7650|1029
32291|7650|1160
1810|703|438
1811|653|426
1812|647|425
1813|647|438
32292|7650|1071
32293|7650|71376
1816|704|438
32294|7650|433
32295|7650|434
1819|705|438
5886|1437|438
32296|7650|726
5927|1455|1253
5928|1455|438
5966|1468|1253
5967|1468|438
1827|714|432
1828|503|438
1829|503|726
1830|715|432
1831|715|433
1832|715|418
1833|715|438
1834|715|429
1835|715|431
1836|716|432
1837|716|433
1838|716|418
1839|716|438
1840|716|726
1841|716|429
1842|716|431
1843|717|438
1844|718|438
1845|719|418
1846|719|425
1847|719|428
1848|719|429
1849|719|431
1850|719|432
1851|719|433
1852|719|438
1853|720|829
1854|721|829
1855|698|419
1856|698|428
1858|698|438
1859|722|426
1860|722|428
1861|722|429
1862|722|438
1863|723|418
1864|723|717
1865|723|434
1866|723|429
1867|724|418
1868|724|425
1869|724|428
1870|724|429
1871|724|431
1872|724|432
1873|724|433
1874|724|438
1875|725|714
1876|725|434
1877|725|717
1878|725|431
6071|1486|1253
6072|1486|438
1881|726|434
6087|1495|1253
1883|727|434
1884|727|714
1885|727|717
1886|728|418
1887|728|717
1888|728|434
1889|728|429
6121|1506|1080
1891|729|434
6122|1506|1081
1894|730|434
1895|731|714
6123|1506|1065
1897|732|431
1898|733|426
1899|733|434
1900|733|428
1901|733|437
1903|734|419
1904|734|726
1905|735|717
6124|1507|418
6125|1507|438
6126|1508|1089
6127|1508|474
1906|735|438
1907|736|434
1908|736|717
1909|736|431
1910|737|434
1911|737|418
1912|737|431
1913|738|434
1914|738|717
1915|738|726
1916|739|440
1917|739|431
1918|740|477
19200|4452|1134
5793|1405|1253
5794|1405|438
1922|743|717
1923|743|438
1924|744|123
1925|745|440
1926|745|429
1927|745|438
1928|746|431
1929|747|434
1930|748|434
1931|749|438
1932|749|429
1933|749|726
1934|750|434
1935|750|714
1936|751|419
1937|751|429
1938|751|726
1939|752|425
1940|752|462
1941|753|434
1942|753|726
1943|753|714
1944|753|717
1945|753|429
1946|754|434
1947|754|714
1948|754|426
1949|754|429
1950|754|431
1951|755|434
1952|755|426
1953|755|437
1958|757|432
1959|757|426
1960|757|476
1961|757|429
1962|758|432
1963|758|434
1964|759|431
1965|760|440
19354|4489|418
5846|1423|1253
1968|761|434
5847|1423|438
1971|762|717
1972|763|440
1973|763|433
1975|764|434
1976|764|714
1977|764|426
1978|764|429
1979|764|431
1980|765|438
1981|766|438
1982|767|432
1983|767|433
1984|768|432
1985|768|433
1986|769|425
1987|770|432
1988|770|433
1989|771|438
1990|771|431
1991|772|438
1992|772|431
1993|773|425
1994|773|438
1995|774|425
1996|774|438
1997|775|425
1998|775|438
1999|776|429
2000|776|438
2001|777|432
2002|777|425
2003|778|440
2004|779|425
2005|780|440
2006|781|717
2007|782|425
2008|783|440
2009|784|425
2010|784|429
2011|784|438
2012|785|425
2013|785|429
2014|785|438
2015|786|429
2016|786|438
2017|787|429
2018|787|438
2019|788|425
2020|788|438
2021|789|433
2022|789|425
2023|789|438
2024|789|431
2025|790|425
2026|790|429
2027|790|438
2028|791|432
2029|791|476
2030|791|429
2031|792|714
2032|792|476
2033|792|717
2034|792|726
2038|794|438
2039|795|425
2040|795|726
2041|796|481
2042|796|463
2044|797|463
2045|798|714
2046|798|431
2047|799|432
2048|799|433
2049|799|434
2050|799|726
2051|800|432
2052|800|434
2053|800|429
2054|706|419
32001|7579|71394
32002|7579|1030
32003|7579|1255
32004|7579|1067
32005|7579|71390
32006|7579|1071
32007|7579|433
32008|7579|510
2063|802|438
2064|802|726
19355|4489|1091
5888|1438|1253
5889|1438|438
2070|806|425
2071|806|434
2072|806|429
2073|807|418
19356|4489|1090
5930|1456|1253
5931|1456|438
2081|807|438
2082|807|726
5968|1325|1160
5970|1326|520
2087|810|432
2088|810|433
2089|811|418
5982|1447|1072
5983|1447|1081
26602|6458|1052
2097|811|438
2098|811|726
2100|812|432
2101|812|433
2103|812|429
2104|813|438
2105|813|429
2106|813|726
2107|814|418
2108|814|438
2109|815|425
2110|815|726
2111|816|432
2112|817|440
2113|817|425
2114|817|434
2115|817|429
2116|818|418
2119|818|429
2120|818|431
2121|818|432
2124|818|438
2125|818|726
2126|818|440
19201|4453|1091
32009|7581|71400
5796|1406|1253
5797|1406|438
32010|7581|1042
2132|820|433
2824|825|432
2826|826|433
2827|826|434
2828|826|717
2829|826|714
2830|827|418
2831|827|428
2832|827|429
2833|827|438
19202|4453|1092
2835|828|426
5849|1424|1253
2837|828|429
5850|1424|438
19203|4453|1093
5891|1439|1253
2841|828|434
5892|1439|438
2860|833|426
32011|7581|726
5933|1457|1253
5934|1457|438
5969|1326|1160
5971|1325|520
5984|1447|1056
2878|837|717
2890|840|432
2891|840|433
2892|840|434
2893|840|426
2894|841|474
2895|841|426
2896|842|440
2897|842|419
6073|1487|1253
6074|1487|438
6088|1496|1253
2912|810|440
2922|851|419
2935|854|432
2936|854|433
2939|856|419
2940|856|438
2941|857|440
2942|857|419
2943|857|429
2946|859|425
2947|859|434
2948|859|429
2961|864|434
2962|864|714
2963|864|429
2970|869|434
2971|869|714
2972|869|717
2976|873|717
2977|873|431
2985|877|432
2986|877|433
2987|877|726
2996|881|432
2997|881|418
2998|881|438
3008|885|440
3009|885|429
3010|885|726
3018|889|475
3019|889|431
3024|893|418
3025|893|429
3026|893|438
3037|897|434
3038|897|418
3039|897|431
3047|868|438
3057|873|440
3062|908|438
3063|908|425
3064|908|428
3065|908|429
3066|908|431
3075|912|432
3076|912|433
3077|912|434
3078|912|429
3088|916|429
3089|916|438
3091|918|432
3092|918|433
3093|918|418
3094|918|438
3095|918|726
3096|918|429
3097|918|431
3098|919|432
3111|923|432
3112|923|433
3113|923|418
3117|925|437
3118|925|726
3119|925|438
3120|925|425
3121|925|426
3122|925|431
2825|804|172
2842|829|440
2843|829|717
2844|829|431
2867|834|431
2879|838|425
2880|838|426
2881|838|714
2882|838|429
2883|838|717
2884|838|432
2885|838|433
2886|838|434
2898|843|432
2899|843|433
2905|846|425
2906|846|429
2907|846|726
2913|848|432
2914|848|434
2915|848|429
6128|1509|1060
6129|1509|1064
6130|1509|431
6131|1509|1042
2928|852|429
2937|855|432
2938|855|426
2944|858|434
2950|861|432
2951|861|418
2952|861|431
6132|1509|1043
2965|865|431
2973|870|434
2978|874|714
2979|874|726
2988|878|432
2989|878|726
2999|882|432
3000|882|418
3001|882|438
3011|886|434
3012|886|418
3013|886|431
3020|890|429
3027|894|433
3028|894|434
3029|894|717
3030|894|714
3040|898|434
3041|898|418
3042|898|431
3048|902|434
3049|902|426
3050|902|717
3058|904|440
3059|904|717
3060|904|431
3067|909|432
3068|909|438
3069|909|431
3079|913|433
6133|1509|1047
6134|1509|1049
6135|1509|1050
6173|1518|518
3080|913|418
3081|913|438
3090|917|438
3099|920|432
19204|4453|1136
3101|920|726
3102|920|438
3103|920|429
3114|924|438
3115|924|429
3116|924|726
19205|4453|1151
2846|831|426
